country,Years,Fertility Rate,Income
Israel,2082,1.99,0
Israel,2083,1.98,0
Israel,2084,1.97,0
Israel,2085,1.97,0
Israel,2086,1.96,0
Israel,2087,1.96,0
Israel,2088,1.95,0
Israel,2089,1.95,0
Israel,2090,1.94,0
Israel,2091,1.94,0
Israel,2092,1.93,0
Israel,2093,1.93,0
Israel,2094,1.93,0
Israel,2095,1.92,0
Israel,2096,1.92,0
Israel,2097,1.91,0
Israel,2098,1.91,0
Israel,2099,1.91,0
Italy,1900,4.49,3840
Italy,1901,4.46,3900
Italy,1902,4.43,3940
Italy,1903,4.44,4010
Italy,1904,4.45,4090
Italy,1905,4.45,4230
Italy,1906,4.46,4300
Italy,1907,4.47,4400
Italy,1908,4.43,4430
Italy,1909,4.39,4440
Italy,1910,4.36,4480
Italy,1911,4.32,4490
Italy,1912,4.28,4700
Italy,1913,4.04,4440
Italy,1914,3.8,4220
Italy,1915,3.56,4570
Italy,1916,3.32,4580
Italy,1917,3.08,4470
Italy,1918,3.24,4290
Italy,1919,3.41,4390
Italy,1920,3.57,4240
Italy,1921,3.74,4550
Italy,1922,3.9,4920
Italy,1923,3.81,5010
Italy,1924,3.72,5310
Italy,1925,3.64,5300
Italy,1926,3.55,5160
Italy,1927,3.46,5440
Italy,1928,3.42,5660
Italy,1929,3.38,5360
Italy,1930,3.21,5260
Italy,1931,3.06,5330
Italy,1932,3.04,5230
Italy,1933,3,5170
Italy,1934,2.98,5410
Italy,1935,2.87,5180
Italy,1936,2.93,5650
Italy,1937,3.05,5770
Italy,1938,3.07,6080
Italy,1939,3.07,5910
Italy,1940,2.74,5750
Italy,1941,2.69,5400
Italy,1942,2.61,4550
Italy,1943,2.39,3660
Italy,1944,2.37,3280
Italy,1945,3.01,4410
Italy,1946,2.9,5210
Italy,1947,2.84,5580
Italy,1948,2.63,6010
Italy,1949,2.45,6470
Italy,1950,2.42,6900
Italy,1951,2.37,7380
Italy,1952,2.32,7860
Italy,1953,2.29,8210
Italy,1954,2.28,8630
Italy,1955,2.28,8970
Italy,1956,2.29,9450
Italy,1957,2.32,9900
Italy,1958,2.35,10400
Italy,1959,2.39,10900
Italy,1960,2.43,11800
Italy,1961,2.47,12600
Italy,1962,2.5,13500
Italy,1963,2.52,13900
Italy,1964,2.53,14100
Italy,1965,2.53,14800
Italy,1966,2.52,15700
Italy,1967,2.5,17000
Italy,1968,2.48,17800
Italy,1969,2.44,18100
Italy,1970,2.4,18400
Italy,1971,2.35,18800
Italy,1972,2.28,19900
Italy,1973,2.2,20700
Italy,1974,2.12,20200
Italy,1975,2.03,21400
Italy,1976,1.94,22000
Italy,1977,1.85,22700
Italy,1978,1.76,24000
Italy,1979,1.69,24800
Italy,1980,1.62,24900
Italy,1981,1.55,25100
Italy,1982,1.5,25400
Italy,1983,1.45,26000
Italy,1984,1.42,26800
Italy,1985,1.38,27600
Italy,1986,1.36,28400
Italy,1987,1.34,29600
Italy,1988,1.32,30500
Italy,1989,1.3,31100
Italy,1990,1.29,31600
Italy,1991,1.27,31800
Italy,1992,1.26,31600
Italy,1993,1.25,32200
Italy,1994,1.24,33200
Italy,1995,1.23,33600
Italy,1996,1.23,34200
Italy,1997,1.23,34700
Italy,1998,1.24,35200
Italy,1999,1.25,36500
Italy,2000,1.27,37200
Italy,2001,1.29,37200
Italy,2002,1.31,37100
Italy,2003,1.34,37400
Italy,2004,1.36,37600
Italy,2005,1.38,38200
Italy,2006,1.4,38600
Italy,2007,1.41,38000
Italy,2008,1.42,35700
Italy,2009,1.43,36200
Italy,2010,1.43,36300
Italy,2011,1.43,35200
Italy,2012,1.44,34200
Italy,2013,1.45,33900
Italy,2014,1.46,34300
Italy,2015,1.47,34700
Italy,2016,1.48,35400
Italy,2017,1.5,35700
Italy,2018,1.51,35800
Italy,2019,1.52,36100
Italy,2020,1.53,36400
Italy,2021,1.54,36800
Italy,2022,1.55,37100
Italy,2023,1.56,37400
Italy,2024,1.57,37800
Italy,2025,1.57,38200
Italy,2026,1.58,38600
Italy,2027,1.59,39200
Italy,2028,1.6,39800
Italy,2029,1.6,40500
Italy,2030,1.61,41300
Italy,2031,1.62,42100
Italy,2032,1.62,42900
Italy,2033,1.63,43800
Italy,2034,1.64,44700
Italy,2035,1.64,45600
Italy,2036,1.65,46500
Italy,2037,1.65,47500
Italy,2038,1.66,48400
Italy,2039,1.66,49400
Italy,2040,1.67,0
Italy,2041,1.67,0
Italy,2042,1.68,0
Italy,2043,1.68,0
Italy,2044,1.68,0
Italy,2045,1.69,0
Italy,2046,1.69,0
Italy,2047,1.7,0
Italy,2048,1.7,0
Italy,2049,1.7,0
Italy,2050,1.71,0
Italy,2051,1.71,0
Italy,2052,1.71,0
Italy,2053,1.72,0
Italy,2054,1.72,0
Italy,2055,1.72,0
Italy,2056,1.73,0
Italy,2057,1.73,0
Italy,2058,1.73,0
Italy,2059,1.73,0
Italy,2060,1.74,0
Italy,2061,1.74,0
Italy,2062,1.74,0
Italy,2063,1.74,0
Italy,2064,1.74,0
Italy,2065,1.75,0
Italy,2066,1.75,0
Italy,2067,1.75,0
Italy,2068,1.75,0
Italy,2069,1.75,0
Italy,2070,1.76,0
Italy,2071,1.76,0
Italy,2072,1.76,0
Italy,2073,1.76,0
Italy,2074,1.76,0
Italy,2075,1.76,0
Italy,2076,1.77,0
Italy,2077,1.77,0
Italy,2078,1.77,0
Italy,2079,1.77,0
Italy,2080,1.77,0
Italy,2081,1.77,0
Italy,2082,1.77,0
Italy,2083,1.77,0
Italy,2084,1.77,0
Italy,2085,1.78,0
Italy,2086,1.78,0
Italy,2087,1.78,0
Italy,2088,1.78,0
Italy,2089,1.78,0
Italy,2090,1.78,0
Italy,2091,1.78,0
Italy,2092,1.78,0
Italy,2093,1.78,0
Italy,2094,1.78,0
Italy,2095,1.78,0
Italy,2096,1.79,0
Italy,2097,1.79,0
Italy,2098,1.79,0
Italy,2099,1.79,0
South Korea,1900,6,584
South Korea,1901,5.99,588
South Korea,1902,5.99,592
South Korea,1903,5.98,597
South Korea,1904,5.98,601
South Korea,1905,5.97,605
South Korea,1906,5.97,610
South Korea,1907,5.96,614
South Korea,1908,5.96,619
South Korea,1909,5.96,623
South Korea,1910,5.95,628
South Korea,1911,5.95,649
South Korea,1912,5.94,669
South Korea,1913,5.94,695
South Korea,1914,5.93,807
South Korea,1915,5.93,784
South Korea,1916,5.92,861
South Korea,1917,5.92,921
South Korea,1918,5.93,974
South Korea,1919,5.94,841
South Korea,1920,5.95,900
South Korea,1921,5.96,820
South Korea,1922,5.97,871
South Korea,1923,5.95,869
South Korea,1924,5.93,862
South Korea,1925,5.91,887
South Korea,1926,5.89,917
South Korea,1927,5.87,916
South Korea,1928,5.9,861
South Korea,1929,5.93,808
South Korea,1930,5.96,806
South Korea,1931,6,800
South Korea,1932,6.03,960
South Korea,1933,6.08,952
South Korea,1934,6.13,1030
South Korea,1935,6.18,1110
South Korea,1936,6.23,1200
South Korea,1937,6.29,1250
South Korea,1938,6.3,1110
South Korea,1939,6.31,1230
South Korea,1940,6.32,1230
South Korea,1941,6.34,1220
South Korea,1942,6.36,1220
South Korea,1943,6.3,1210
South Korea,1944,6.25,1210
South Korea,1945,6.19,1200
South Korea,1946,6.14,1190
South Korea,1947,6.09,1190
South Korea,1948,5.28,1180
South Korea,1949,4.46,1180
South Korea,1950,4.76,1090
South Korea,1951,5.25,1150
South Korea,1952,5.64,1480
South Korea,1953,5.94,1550
South Korea,1954,6.16,1610
South Korea,1955,6.28,1580
South Korea,1956,6.33,1660
South Korea,1957,6.31,1700
South Korea,1958,6.23,1710
South Korea,1959,6.1,1690
South Korea,1960,5.93,1720
South Korea,1961,5.74,1710
South Korea,1962,5.53,1810
South Korea,1963,5.33,1910
South Korea,1964,5.13,1970
South Korea,1965,4.94,2150
South Korea,1966,4.77,2250
South Korea,1967,4.62,2480
South Korea,1968,4.47,2790
South Korea,1969,4.34,2960
South Korea,1970,4.19,3180
South Korea,1971,4.04,3350
South Korea,1972,3.86,3840
South Korea,1973,3.67,4100
South Korea,1974,3.46,4290
South Korea,1975,3.25,4720
South Korea,1976,3.05,5110
South Korea,1977,2.87,5500
South Korea,1978,2.7,5810
South Korea,1979,2.54,5560
South Korea,1980,2.4,5810
South Korea,1981,2.26,6140
South Korea,1982,2.11,6740
South Korea,1983,1.97,7230
South Korea,1984,1.84,7620
South Korea,1985,1.73,8410
South Korea,1986,1.65,9270
South Korea,1987,1.6,10200
South Korea,1988,1.58,10700
South Korea,1989,1.58,11600
South Korea,1990,1.6,12700
South Korea,1991,1.63,13400
South Korea,1992,1.64,14100
South Korea,1993,1.64,15300
South Korea,1994,1.62,16600
South Korea,1995,1.58,17700
South Korea,1996,1.53,18500
South Korea,1997,1.47,17400
South Korea,1998,1.41,19200
South Korea,1999,1.35,20800
South Korea,2000,1.29,21500
South Korea,2001,1.25,23000
South Korea,2002,1.21,23500
South Korea,2003,1.18,24600
South Korea,2004,1.17,25500
South Korea,2005,1.16,26700
South Korea,2006,1.16,28000
South Korea,2007,1.17,28600
South Korea,2008,1.18,28600
South Korea,2009,1.19,30400
South Korea,2010,1.21,31200
South Korea,2011,1.22,31800
South Korea,2012,1.24,32500
South Korea,2013,1.26,33400
South Korea,2014,1.28,34200
South Korea,2015,1.3,35000
South Korea,2016,1.31,35900
South Korea,2017,1.33,36800
South Korea,2018,1.35,37300
South Korea,2019,1.36,38000
South Korea,2020,1.38,38900
South Korea,2021,1.39,39900
South Korea,2022,1.41,40800
South Korea,2023,1.42,41900
South Korea,2024,1.43,42900
South Korea,2025,1.45,43900
South Korea,2026,1.46,45000
South Korea,2027,1.47,46000
South Korea,2028,1.48,47000
South Korea,2029,1.49,48000
South Korea,2030,1.5,49000
South Korea,2031,1.52,50000
South Korea,2032,1.53,51100
South Korea,2033,1.53,52100
South Korea,2034,1.54,53200
South Korea,2035,1.55,54200
South Korea,2036,1.56,55300
South Korea,2037,1.57,56500
South Korea,2038,1.58,57600
South Korea,2039,1.59,58800
South Korea,2040,1.59,0
South Korea,2041,1.6,0
South Korea,2042,1.61,0
South Korea,2043,1.61,0
South Korea,2044,1.62,0
South Korea,2045,1.63,0
South Korea,2046,1.63,0
South Korea,2047,1.64,0
South Korea,2048,1.64,0
South Korea,2049,1.65,0
South Korea,2050,1.66,0
South Korea,2051,1.66,0
South Korea,2052,1.67,0
South Korea,2053,1.67,0
South Korea,2054,1.68,0
South Korea,2055,1.68,0
South Korea,2056,1.68,0
South Korea,2057,1.69,0
South Korea,2058,1.69,0
South Korea,2059,1.7,0
South Korea,2060,1.7,0
South Korea,2061,1.7,0
South Korea,2062,1.71,0
South Korea,2063,1.71,0
South Korea,2064,1.71,0
South Korea,2065,1.72,0
South Korea,2066,1.72,0
South Korea,2067,1.72,0
South Korea,2068,1.73,0
South Korea,2069,1.73,0
South Korea,2070,1.73,0
South Korea,2071,1.73,0
South Korea,2072,1.74,0
South Korea,2073,1.74,0
South Korea,2074,1.74,0
South Korea,2075,1.74,0
South Korea,2076,1.75,0
South Korea,2077,1.75,0
South Korea,2078,1.75,0
South Korea,2079,1.75,0
South Korea,2080,1.75,0
South Korea,2081,1.76,0
South Korea,2082,1.76,0
South Korea,2083,1.76,0
South Korea,2084,1.76,0
South Korea,2085,1.76,0
South Korea,2086,1.76,0
South Korea,2087,1.77,0
South Korea,2088,1.77,0
South Korea,2089,1.77,0
South Korea,2090,1.77,0
South Korea,2091,1.77,0
South Korea,2092,1.77,0
South Korea,2093,1.78,0
South Korea,2094,1.78,0
South Korea,2095,1.78,0
South Korea,2096,1.78,0
South Korea,2097,1.78,0
South Korea,2098,1.78,0
South Korea,2099,1.78,0
Kuwait,1900,6.87,2230
Kuwait,1901,6.87,2270
Kuwait,1902,6.87,2300
Kuwait,1903,6.87,2330
Kuwait,1904,6.87,2370
Kuwait,1905,6.87,2400
Kuwait,1906,6.87,2440
Kuwait,1907,6.87,2470
Kuwait,1908,6.87,2510
Kuwait,1909,6.87,2540
Kuwait,1910,6.87,2580
Kuwait,1911,6.87,2620
Kuwait,1912,6.87,2660
Kuwait,1913,6.87,2590
Kuwait,1914,6.87,2520
Kuwait,1915,6.87,2450
Kuwait,1916,6.87,2380
Kuwait,1917,6.87,2320
Kuwait,1918,6.87,2340
Kuwait,1919,6.87,2350
Kuwait,1920,6.87,2370
Kuwait,1921,6.87,2350
Kuwait,1922,6.87,2320
Kuwait,1923,6.87,2300
Kuwait,1924,6.87,2280
Kuwait,1925,6.88,2260
Kuwait,1926,6.9,2240
Kuwait,1927,6.91,2210
Kuwait,1928,6.93,2030
Kuwait,1929,6.94,1860
Kuwait,1930,6.95,1710
Kuwait,1931,6.97,1570
Kuwait,1932,6.98,1440
Kuwait,1933,7,1450
Kuwait,1934,7.01,1470
Kuwait,1935,7.03,1480
Kuwait,1936,7.04,1490
Kuwait,1937,7.05,1500
Kuwait,1938,7.07,1520
Kuwait,1939,7.08,1530
Kuwait,1940,7.1,1550
Kuwait,1941,7.11,1560
Kuwait,1942,7.12,1570
Kuwait,1943,7.14,1590
Kuwait,1944,7.15,1610
Kuwait,1945,7.17,1640
Kuwait,1946,7.18,2130
Kuwait,1947,7.2,2760
Kuwait,1948,7.21,3590
Kuwait,1949,7.22,4650
Kuwait,1950,7.22,6030
Kuwait,1951,7.21,7820
Kuwait,1952,7.2,1000
Kuwait,1953,7.19,1000
Kuwait,1954,7.19,1000
Kuwait,1955,7.19,1000
Kuwait,1956,7.2,1000
Kuwait,1957,7.21,1000
Kuwait,1958,7.22,1000
Kuwait,1959,7.24,1000
Kuwait,1960,7.27,1000
Kuwait,1961,7.31,1000
Kuwait,1962,7.35,1000
Kuwait,1963,7.38,1000
Kuwait,1964,7.41,1000
Kuwait,1965,7.42,1000
Kuwait,1966,7.4,1000
Kuwait,1967,7.36,1000
Kuwait,1968,7.28,1000
Kuwait,1969,7.17,1000
Kuwait,1970,7.02,1000
Kuwait,1971,6.84,1000
Kuwait,1972,6.63,1000
Kuwait,1973,6.4,143000
Kuwait,1974,6.18,118000
Kuwait,1975,5.96,118000
Kuwait,1976,5.77,107000
Kuwait,1977,5.6,108000
Kuwait,1978,5.45,115000
Kuwait,1979,5.32,86600
Kuwait,1980,5.18,67200
Kuwait,1981,5.02,56700
Kuwait,1982,4.83,58600
Kuwait,1983,4.61,59000
Kuwait,1984,4.36,53400
Kuwait,1985,4.07,55500
Kuwait,1986,3.78,51000
Kuwait,1987,3.48,50600
Kuwait,1988,3.21,52200
Kuwait,1989,2.97,40100
Kuwait,1990,2.79,24300
Kuwait,1991,2.68,46700
Kuwait,1992,2.64,67200
Kuwait,1993,2.66,77300
Kuwait,1994,2.72,81300
Kuwait,1995,2.8,80700
Kuwait,1996,2.86,78700
Kuwait,1997,2.9,76200
Kuwait,1998,2.89,70200
Kuwait,1999,2.85,70100
Kuwait,2000,2.77,68700
Kuwait,2001,2.69,69600
Kuwait,2002,2.62,80700
Kuwait,2003,2.55,87900
Kuwait,2004,2.5,93700
Kuwait,2005,2.45,96400
Kuwait,2006,2.4,96800
Kuwait,2007,2.34,93600
Kuwait,2008,2.28,81900
Kuwait,2009,2.22,75400
Kuwait,2010,2.15,78000
Kuwait,2011,2.09,78700
Kuwait,2012,2.05,75600
Kuwait,2013,2.01,72600
Kuwait,2014,1.99,70300
Kuwait,2015,1.97,70100
Kuwait,2016,1.96,66000
Kuwait,2017,1.95,65500
Kuwait,2018,1.94,64100
Kuwait,2019,1.94,64300
Kuwait,2020,1.93,64200
Kuwait,2021,1.92,63900
Kuwait,2022,1.91,63800
Kuwait,2023,1.9,63800
Kuwait,2024,1.89,64000
Kuwait,2025,1.89,64200
Kuwait,2026,1.88,64700
Kuwait,2027,1.88,65300
Kuwait,2028,1.87,66200
Kuwait,2029,1.87,67300
Kuwait,2030,1.86,68500
Kuwait,2031,1.86,69800
Kuwait,2032,1.85,71100
Kuwait,2033,1.85,72600
Kuwait,2034,1.84,74000
Kuwait,2035,1.84,75500
Kuwait,2036,1.84,77100
Kuwait,2037,1.84,78600
Kuwait,2038,1.83,80200
Kuwait,2039,1.83,81900
Kuwait,2040,1.83,0
Kuwait,2041,1.83,0
Kuwait,2042,1.83,0
Kuwait,2043,1.82,0
Kuwait,2044,1.82,0
Kuwait,2045,1.82,0
Kuwait,2046,1.82,0
Kuwait,2047,1.82,0
Kuwait,2048,1.82,0
Kuwait,2049,1.82,0
Kuwait,2050,1.82,0
Kuwait,2051,1.82,0
Kuwait,2052,1.82,0
Kuwait,2053,1.82,0
Kuwait,2054,1.82,0
Kuwait,2055,1.82,0
Kuwait,2056,1.82,0
Kuwait,2057,1.82,0
Kuwait,2058,1.82,0
Kuwait,2059,1.82,0
Kuwait,2060,1.82,0
Kuwait,2061,1.82,0
Kuwait,2062,1.82,0
Kuwait,2063,1.82,0
Kuwait,2064,1.82,0
Kuwait,2065,1.82,0
Kuwait,2066,1.82,0
Kuwait,2067,1.82,0
Kuwait,2068,1.82,0
Kuwait,2069,1.82,0
Kuwait,2070,1.82,0
Kuwait,2071,1.82,0
Kuwait,2072,1.82,0
Kuwait,2073,1.82,0
Kuwait,2074,1.82,0
Kuwait,2075,1.82,0
Kuwait,2076,1.82,0
Kuwait,2077,1.82,0
Kuwait,2078,1.82,0
Kuwait,2079,1.82,0
Kuwait,2080,1.82,0
Kuwait,2081,1.82,0
Kuwait,2082,1.82,0
Kuwait,2083,1.82,0
Kuwait,2084,1.82,0
Kuwait,2085,1.83,0
Kuwait,2086,1.83,0
Kuwait,2087,1.83,0
Kuwait,2088,1.83,0
Kuwait,2089,1.83,0
Kuwait,2090,1.83,0
Kuwait,2091,1.83,0
Kuwait,2092,1.83,0
Kuwait,2093,1.83,0
Kuwait,2094,1.83,0
Kuwait,2095,1.83,0
Kuwait,2096,1.83,0
Kuwait,2097,1.83,0
Kuwait,2098,1.83,0
Kuwait,2099,1.83,0
Mexico,1900,6.52,2330
Mexico,1901,6.23,2140
Mexico,1902,6.22,2360
Mexico,1903,6.2,2370
Mexico,1904,6.19,2590
Mexico,1905,6.18,2540
Mexico,1906,6.16,2660
Mexico,1907,6.09,2620
Mexico,1908,6.01,2670
Mexico,1909,5.94,2670
Mexico,1910,5.86,2560
Mexico,1911,5.79,2540
Mexico,1912,5.72,2390
Mexico,1913,5.65,2390
Mexico,1914,5.58,2360
Mexico,1915,5.51,2540
Mexico,1916,5.44,2650
Mexico,1917,5.57,2750
Mexico,1918,5.69,2860
Mexico,1919,5.82,3040
Mexico,1920,5.94,3030
Mexico,1921,6.07,3050
Mexico,1922,6.04,3110
Mexico,1923,6.02,3010
Mexico,1924,5.99,3140
Mexico,1925,5.96,3280
Mexico,1926,5.94,3080
Mexico,1927,5.94,3050
Mexico,1928,5.95,2890
Mexico,1929,5.96,2660
Mexico,1930,5.97,2700
Mexico,1931,5.98,2250
Mexico,1932,5.95,2470
Mexico,1933,5.92,2590
Mexico,1934,5.89,2740
Mexico,1935,5.86,2910
Mexico,1936,5.83,2960
Mexico,1937,5.87,2950
Mexico,1938,5.9,3060
Mexico,1939,5.93,3050
Mexico,1940,5.96,3260
Mexico,1941,5.99,3350
Mexico,1942,6.07,3390
Mexico,1943,6.16,3570
Mexico,1944,6.24,3580
Mexico,1945,6.32,3720
Mexico,1946,6.41,3750
Mexico,1947,6.49,3800
Mexico,1948,6.58,3900
Mexico,1949,6.66,4180
Mexico,1950,6.68,4370
Mexico,1951,6.72,4410
Mexico,1952,6.74,4290
Mexico,1953,6.76,4590
Mexico,1954,6.78,4830
Mexico,1955,6.78,5020
Mexico,1956,6.78,5240
Mexico,1957,6.78,5360
Mexico,1958,6.77,5350
Mexico,1959,6.77,5620
Mexico,1960,6.76,5760
Mexico,1961,6.76,5880
Mexico,1962,6.75,6200
Mexico,1963,6.75,6770
Mexico,1964,6.76,7030
Mexico,1965,6.77,7330
Mexico,1966,6.79,7600
Mexico,1967,6.81,8020
Mexico,1968,6.83,8310
Mexico,1969,6.83,8660
Mexico,1970,6.79,8760
Mexico,1971,6.7,9250
Mexico,1972,6.56,9740
Mexico,1973,6.37,10100
Mexico,1974,6.13,10400
Mexico,1975,5.86,10600
Mexico,1976,5.59,10700
Mexico,1977,5.32,11400
Mexico,1978,5.06,12300
Mexico,1979,4.84,13200
Mexico,1980,4.64,14100
Mexico,1981,4.46,13800
Mexico,1982,4.3,13000
Mexico,1983,4.15,13300
Mexico,1984,4.02,13400
Mexico,1985,3.9,12700
Mexico,1986,3.79,12800
Mexico,1987,3.68,12700
Mexico,1988,3.57,13100
Mexico,1989,3.47,13600
Mexico,1990,3.37,13900
Mexico,1991,3.27,14100
Mexico,1992,3.18,14100
Mexico,1993,3.1,14600
Mexico,1994,3.02,13500
Mexico,1995,2.95,14100
Mexico,1996,2.88,14900
Mexico,1997,2.82,15400
Mexico,1998,2.77,15600
Mexico,1999,2.72,16100
Mexico,2000,2.67,15800
Mexico,2001,2.62,15600
Mexico,2002,2.58,15600
Mexico,2003,2.54,16000
Mexico,2004,2.5,16200
Mexico,2005,2.46,16600
Mexico,2006,2.42,16800
Mexico,2007,2.39,16700
Mexico,2008,2.36,15600
Mexico,2009,2.34,16200
Mexico,2010,2.32,16500
Mexico,2011,2.3,16900
Mexico,2012,2.27,16900
Mexico,2013,2.24,17100
Mexico,2014,2.22,17500
Mexico,2015,2.18,17800
Mexico,2016,2.15,17900
Mexico,2017,2.12,18100
Mexico,2018,2.09,18000
Mexico,2019,2.07,18100
Mexico,2020,2.04,18300
Mexico,2021,2.02,18500
Mexico,2022,1.99,18700
Mexico,2023,1.97,19000
Mexico,2024,1.94,19300
Mexico,2025,1.92,19600
Mexico,2026,1.9,20000
Mexico,2027,1.88,20300
Mexico,2028,1.87,20700
Mexico,2029,1.85,21100
Mexico,2030,1.83,21500
Mexico,2031,1.82,22000
Mexico,2032,1.81,22400
Mexico,2033,1.8,22900
Mexico,2034,1.78,23300
Mexico,2035,1.77,23800
Mexico,2036,1.77,24300
Mexico,2037,1.76,24800
Mexico,2038,1.75,25300
Mexico,2039,1.74,25800
Mexico,2040,1.74,0
Mexico,2041,1.73,0
Mexico,2042,1.73,0
Mexico,2043,1.72,0
Mexico,2044,1.72,0
Mexico,2045,1.72,0
Mexico,2046,1.72,0
Mexico,2047,1.72,0
Mexico,2048,1.71,0
Mexico,2049,1.71,0
Mexico,2050,1.71,0
Mexico,2051,1.71,0
Mexico,2052,1.71,0
Mexico,2053,1.71,0
Mexico,2054,1.71,0
Mexico,2055,1.71,0
Mexico,2056,1.72,0
Mexico,2057,1.72,0
Mexico,2058,1.72,0
Mexico,2059,1.72,0
Mexico,2060,1.72,0
Mexico,2061,1.72,0
Mexico,2062,1.72,0
Mexico,2063,1.73,0
Mexico,2064,1.73,0
Mexico,2065,1.73,0
Mexico,2066,1.73,0
Mexico,2067,1.73,0
Mexico,2068,1.73,0
Mexico,2069,1.74,0
Mexico,2070,1.74,0
Mexico,2071,1.74,0
Mexico,2072,1.74,0
Mexico,2073,1.74,0
Mexico,2074,1.75,0
Mexico,2075,1.75,0
Mexico,2076,1.75,0
Mexico,2077,1.75,0
Mexico,2078,1.75,0
Mexico,2079,1.75,0
Mexico,2080,1.76,0
Mexico,2081,1.76,0
Mexico,2082,1.76,0
Mexico,2083,1.76,0
Mexico,2084,1.76,0
Mexico,2085,1.76,0
Mexico,2086,1.77,0
Mexico,2087,1.77,0
Mexico,2088,1.77,0
Mexico,2089,1.77,0
Mexico,2090,1.77,0
Mexico,2091,1.77,0
Mexico,2092,1.78,0
Mexico,2093,1.78,0
Mexico,2094,1.78,0
Mexico,2095,1.78,0
Mexico,2096,1.78,0
Mexico,2097,1.78,0
Mexico,2098,1.78,0
Mexico,2099,1.78,0
Niger,1900,6.83,661
Niger,1901,6.83,665
Niger,1902,6.83,668
Niger,1903,6.83,671
Niger,1904,6.83,674
Niger,1905,6.83,678
Niger,1906,6.83,681
Niger,1907,6.83,684
Niger,1908,6.83,687
Niger,1909,6.83,691
Niger,1910,6.83,694
Niger,1911,6.83,697
Niger,1912,6.83,701
Niger,1913,6.83,706
Niger,1914,6.83,710
Niger,1915,6.83,715
Niger,1916,6.83,720
Niger,1917,6.83,725
Niger,1918,6.83,730
Niger,1919,6.83,735
Niger,1920,6.83,741
Niger,1921,6.83,748
Niger,1922,6.83,754
Niger,1923,6.83,761
Niger,1924,6.83,768
Niger,1925,6.83,774
Niger,1926,6.83,781
Niger,1927,6.83,788
Niger,1928,6.83,795
Niger,1929,6.84,802
Niger,1930,6.84,809
Niger,1931,6.84,816
Niger,1932,6.84,823
Niger,1933,6.85,830
Niger,1934,6.85,837
Niger,1935,6.86,844
Niger,1936,6.87,852
Niger,1937,6.87,859
Niger,1938,6.88,866
Niger,1939,6.89,874
Niger,1940,6.9,881
Niger,1941,6.91,890
Niger,1942,6.93,898
Niger,1943,6.94,905
Niger,1944,6.95,913
Niger,1945,6.97,922
Niger,1946,6.99,930
Niger,1947,7,938
Niger,1948,7.02,947
Niger,1949,7.04,955
Niger,1950,7.06,974
Niger,1951,7.1,994
Niger,1952,7.14,1010
Niger,1953,7.18,1030
Niger,1954,7.22,1050
Niger,1955,7.26,1070
Niger,1956,7.31,1090
Niger,1957,7.36,1110
Niger,1958,7.41,1130
Niger,1959,7.45,1180
Niger,1960,7.47,1200
Niger,1961,7.49,1310
Niger,1962,7.51,1410
Niger,1963,7.52,1380
Niger,1964,7.53,1460
Niger,1965,7.54,1410
Niger,1966,7.54,1390
Niger,1967,7.55,1380
Niger,1968,7.56,1310
Niger,1969,7.57,1320
Niger,1970,7.58,1370
Niger,1971,7.6,1270
Niger,1972,7.62,1030
Niger,1973,7.64,1100
Niger,1974,7.67,1050
Niger,1975,7.7,1030
Niger,1976,7.74,1090
Niger,1977,7.78,1210
Niger,1978,7.81,1270
Niger,1979,7.84,1300
Niger,1980,7.87,1290
Niger,1981,7.88,1240
Niger,1982,7.89,1190
Niger,1983,7.88,970
Niger,1984,7.87,966
Niger,1985,7.85,986
Niger,1986,7.82,930
Niger,1987,7.8,959
Niger,1988,7.79,936
Niger,1989,7.77,893
Niger,1990,7.76,886
Niger,1991,7.75,802
Niger,1992,7.74,786
Niger,1993,7.73,790
Niger,1994,7.73,784
Niger,1995,7.72,783
Niger,1996,7.71,776
Niger,1997,7.7,827
Niger,1998,7.69,794
Niger,1999,7.68,755
Niger,2000,7.67,780
Niger,2001,7.66,774
Niger,2002,7.64,786
Niger,2003,7.63,758
Niger,2004,7.61,763
Niger,2005,7.59,777
Niger,2006,7.57,772
Niger,2007,7.54,815
Niger,2008,7.52,779
Niger,2009,7.49,812
Niger,2010,7.46,799
Niger,2011,7.42,860
Niger,2012,7.38,870
Niger,2013,7.34,900
Niger,2014,7.29,903
Niger,2015,7.24,912
Niger,2016,7.18,921
Niger,2017,7.13,932
Niger,2018,7.07,954
Niger,2019,7,974
Niger,2020,6.93,991
Niger,2021,6.86,1070
Niger,2022,6.79,1090
Niger,2023,6.71,1120
Niger,2024,6.64,1160
Niger,2025,6.56,1190
Niger,2026,6.48,1220
Niger,2027,6.4,1250
Niger,2028,6.31,1280
Niger,2029,6.23,1310
Niger,2030,6.15,1340
Niger,2031,6.06,1360
Niger,2032,5.98,1390
Niger,2033,5.89,1420
Niger,2034,5.81,1450
Niger,2035,5.73,1480
Niger,2036,5.64,1510
Niger,2037,5.56,1540
Niger,2038,5.48,1570
Niger,2039,5.39,1600
Niger,2040,5.31,0
Niger,2041,5.23,0
Niger,2042,5.15,0
Niger,2043,5.07,0
Niger,2044,4.99,0
Niger,2045,4.91,0
Niger,2046,4.83,0
Niger,2047,4.75,0
Niger,2048,4.68,0
Niger,2049,4.6,0
Niger,2050,4.53,0
Niger,2051,4.45,0
